sub_id	parent_id	phrase	source_page	status_v1
D90-4-01787	D90-4-01785	قەرەللىك چەك	205_2L.png	unverified
D90-4-01788	D90-4-01785	قەرەللىك يۇقۇملۇق كېسەللىك	205_2L.png	unverified
D90-4-01795	D90-4-01790	قەرز كاپىتالى	206_2L.png	unverified
D90-4-01796	D90-4-01790	قەرزگە بوغۇلماق	206_2L.png	unverified
D90-4-01804	D90-4-01803	قەسەم سۆزى	207_2L.png	unverified
D90-4-01857	D90-4-01856	قەلەمچە تىكىش	214_1R.png	unverified
D90-4-01858	D90-4-01856	قەلەمچە قىلماق	214_1R.png	unverified
D90-4-01859	D90-4-01856	قەلەمچە كۆچەت	214_1R.png	unverified
D90-4-01917	D90-4-01916	قەنت چاي	218_1R.png	unverified
D90-4-01954	D90-4-01953	قەۋەت ئېگىزلىكى	222_1R.png	unverified
D90-4-01995	D90-4-01994	قوپال تەگمەك	226_1R.png	unverified
